Dataset,Control Unit,Method,Pre RMSPE,Post RMSPE,Post/pre RMSPE ratio,W,Constant
smoking_data,Georgia,SC,7.605179740452259,6.946617405180467,0.913406078784848,"[[4.17160499e-02]
 [2.18489484e-02]
 [3.20358295e-02]
 [2.04980651e-02]
 [2.81843018e-02]
 [1.23066784e-05]
 [1.34933302e-02]
 [2.68923227e-02]
 [1.90982813e-02]
 [3.53424323e-02]
 [3.62913205e-02]
 [4.54085116e-02]
 [1.46150243e-02]
 [3.10169926e-02]
 [4.80933172e-02]
 [4.55251947e-03]
 [1.67968699e-03]
 [1.53279020e-02]
 [7.99265726e-06]
 [4.49228100e-06]
 [2.43754152e-02]
 [5.27766725e-02]
 [4.58918688e-02]
 [1.51541967e-02]
 [3.36776315e-02]
 [3.05088038e-03]
 [2.81243862e-02]
 [6.22319194e-02]
 [3.71188223e-02]
 [2.98465066e-02]
 [2.68660534e-02]
 [9.30081316e-02]
 [2.50017021e-02]
 [3.45335081e-02]
 [2.08515608e-02]
 [1.04412233e-02]
 [2.09295658e-02]]",
smoking_data,Georgia,DSC,7.737303987193595,6.611105292156387,0.8544455928187342,"[[0.04729739]
 [0.01663309]
 [0.01938071]
 [0.01290146]
 [0.02076102]
 [0.04400682]
 [0.00791511]
 [0.01085289]
 [0.00576043]
 [0.0285819 ]
 [0.02201843]
 [0.05261981]
 [0.01226057]
 [0.02725856]
 [0.0587195 ]
 [0.01913802]
 [0.00729664]
 [0.00512786]
 [0.01199567]
 [0.00703023]
 [0.01689737]
 [0.05344367]
 [0.05160489]
 [0.00837877]
 [0.0294157 ]
 [0.01580071]
 [0.02041318]
 [0.07947878]
 [0.03244034]
 [0.02146057]
 [0.0286719 ]
 [0.14367941]
 [0.01394707]
 [0.02427592]
 [0.01361022]
 [0.00847481]
 [0.0004526 ]]",4.005868820315157
smoking_data,Idaho,SC,10.865508694001322,9.282325524863067,0.8542927704790936,"[[1.39014708e-14]
 [2.58633864e-15]
 [2.28937433e-14]
 [7.10115484e-01]
 [1.51417976e-14]
 [1.99697300e-14]
 [6.33490118e-15]
 [1.73508690e-14]
 [7.48415892e-15]
 [1.28685283e-14]
 [2.54510965e-14]
 [2.30539225e-14]
 [3.84416473e-15]
 [1.06675813e-14]
 [2.17720718e-14]
 [4.81518342e-15]
 [8.59098217e-15]
 [8.65129376e-15]
 [2.09988144e-02]
 [8.19077040e-15]
 [1.79536856e-14]
 [3.73220083e-14]
 [2.33840179e-14]
 [8.96983711e-15]
 [8.59755296e-15]
 [2.68885702e-01]
 [1.50365443e-14]
 [4.02126455e-14]
 [1.58740474e-14]
 [1.13399929e-14]
 [1.61405037e-14]
 [3.39808162e-14]
 [1.79083498e-14]
 [2.95709737e-14]
 [3.58962441e-15]
 [1.21492217e-14]
 [1.82065012e-14]]",
smoking_data,Idaho,DSC,5.108994585592414,8.015914423686256,1.568980802268118,"[[3.24651929e-02]
 [8.53939104e-02]
 [1.87509423e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.13375811e-04]
 [1.66713104e-05]
 [2.78310622e-02]
 [1.47615426e-02]
 [9.63572876e-05]
 [1.25335399e-01]
 [0.00000000e+00]
 [5.70081311e-02]
 [0.00000000e+00]
 [5.37098899e-02]
 [5.67061546e-02]
 [7.73793180e-02]
 [2.25614319e-02]
 [2.68608067e-02]
 [6.32294327e-02]
 [3.93489786e-02]
 [6.70668111e-02]
 [4.76960033e-05]
 [1.99345116e-02]
 [1.81383098e-02]
 [2.73603680e-02]
 [0.00000000e+00]
 [2.68824875e-02]
 [2.38695709e-02]
 [4.87025096e-02]
 [0.00000000e+00]
 [1.65243359e-04]
 [1.25402989e-02]
 [0.00000000e+00]
 [7.43421056e-02]
 [0.00000000e+00]
 [0.00000000e+00]]",-32.8622660142057
smoking_data,Illinois,SC,3.076624076299564,14.005758769426333,4.552313972096285,"[[0.02661864]
 [0.03003653]
 [0.00853635]
 [0.07527646]
 [0.04292675]
 [0.0087421 ]
 [0.00853816]
 [0.0161829 ]
 [0.03334589]
 [0.01233378]
 [0.01616584]
 [0.02985879]
 [0.03586184]
 [0.0558493 ]
 [0.01868926]
 [0.00950956]
 [0.01791885]
 [0.02749628]
 [0.06104548]
 [0.01314281]
 [0.03592198]
 [0.01759453]
 [0.02271017]
 [0.01465862]
 [0.02117821]
 [0.04285624]
 [0.03881509]
 [0.01489757]
 [0.01752205]
 [0.01415332]
 [0.05814381]
 [0.00795178]
 [0.02702611]
 [0.01131881]
 [0.03337596]
 [0.06166069]
 [0.01213954]]",
smoking_data,Illinois,DSC,3.0422948098651963,14.923569122475929,4.905365868581681,"[[0.03209212]
 [0.03496829]
 [0.00905994]
 [0.06375516]
 [0.03845752]
 [0.02027249]
 [0.01428505]
 [0.01398755]
 [0.03430667]
 [0.02576562]
 [0.00517058]
 [0.03075851]
 [0.03563134]
 [0.04886638]
 [0.02440441]
 [0.01419153]
 [0.01931591]
 [0.02982879]
 [0.03983676]
 [0.009488  ]
 [0.02908985]
 [0.00752971]
 [0.02682679]
 [0.02211766]
 [0.03103739]
 [0.0389082 ]
 [0.03550899]
 [0.01509327]
 [0.02492971]
 [0.02302188]
 [0.04466526]
 [0.02195217]
 [0.02547894]
 [0.01600381]
 [0.03665405]
 [0.04410226]
 [0.01263749]]",2.0505374556558205
smoking_data,Indiana,SC,5.451290670838394,18.928421563533785,3.4722825669141293,"[[0.00204296]
 [0.00226866]
 [0.08561325]
 [0.02379272]
 [0.01897483]
 [0.01491233]
 [0.00933757]
 [0.04560982]
 [0.00600904]
 [0.05889812]
 [0.13599619]
 [0.00203689]
 [0.00155826]
 [0.00043483]
 [0.00362633]
 [0.0401131 ]
 [0.00184621]
 [0.00666773]
 [0.00056626]
 [0.00380096]
 [0.00279971]
 [0.14839526]
 [0.00048035]
 [0.03526781]
 [0.0196346 ]
 [0.00409377]
 [0.0018197 ]
 [0.02058283]
 [0.00150426]
 [0.00094501]
 [0.00127478]
 [0.03193621]
 [0.00168276]
 [0.17386065]
 [0.00213257]
 [0.00154793]
 [0.08793587]]",
smoking_data,Indiana,DSC,5.430642235201822,21.085817369016,3.882748385142402,"[[1.39542293e-05]
 [1.49028941e-02]
 [5.63768589e-02]
 [6.97523031e-02]
 [6.44189271e-03]
 [6.42033791e-04]
 [3.55685156e-02]
 [4.64806215e-02]
 [2.12032569e-03]
 [2.83245627e-02]
 [1.74368639e-01]
 [1.36571122e-03]
 [9.68880622e-03]
 [2.65142597e-03]
 [7.29031576e-04]
 [3.64466304e-02]
 [7.99092644e-03]
 [2.85339599e-03]
 [8.83096497e-03]
 [8.58870279e-03]
 [8.20982779e-04]
 [1.70407141e-01]
 [1.48587248e-03]
 [1.40714903e-02]
 [5.89609071e-03]
 [1.19546102e-02]
 [7.44206758e-04]
 [1.94703531e-03]
 [2.30645086e-04]
 [3.48223337e-03]
 [1.23056048e-03]
 [2.36091243e-03]
 [7.43436130e-04]
 [1.87430268e-01]
 [1.22058406e-02]
 [8.67273167e-04]
 [6.99836480e-02]]",-5.839149924428385
smoking_data,Iowa,SC,8.712878046433131,4.646901107121983,0.5333370996767626,"[[0.04032749]
 [0.04424224]
 [0.01105756]
 [0.07738882]
 [0.03681963]
 [0.01769655]
 [0.0091377 ]
 [0.03304802]
 [0.01939431]
 [0.02577632]
 [0.00892883]
 [0.03060406]
 [0.03961155]
 [0.05560691]
 [0.02801451]
 [0.00854487]
 [0.00842833]
 [0.02623907]
 [0.02601371]
 [0.00412344]
 [0.02524097]
 [0.00562501]
 [0.02522311]
 [0.01657523]
 [0.03785005]
 [0.03927903]
 [0.03441128]
 [0.01295316]
 [0.02668676]
 [0.0256101 ]
 [0.0449574 ]
 [0.03183051]
 [0.01937891]
 [0.00560975]
 [0.04394594]
 [0.03983824]
 [0.01398062]]",
smoking_data,Iowa,DSC,3.3683569676522542,7.107052649965768,2.1099463976703707,"[[0.0291885 ]
 [0.03006725]
 [0.02190669]
 [0.07660098]
 [0.04481109]
 [0.02411554]
 [0.01489333]
 [0.04670528]
 [0.00859765]
 [0.03825595]
 [0.0004969 ]
 [0.02500484]
 [0.03312256]
 [0.0519941 ]
 [0.01227174]
 [0.02215355]
 [0.01324807]
 [0.0319683 ]
 [0.03828793]
 [0.0067371 ]
 [0.01702526]
 [0.00056343]
 [0.02784031]
 [0.02915729]
 [0.03761077]
 [0.04270586]
 [0.03868517]
 [0.00099526]
 [0.02430452]
 [0.02369998]
 [0.03879608]
 [0.02994805]
 [0.02213677]
 [0.01535531]
 [0.03148648]
 [0.0357492 ]
 [0.01351292]]",-8.947124368121571
smoking_data,Kansas,SC,4.7774552437140905,1.467440742971455,0.3071594956126971,"[[0.00000000e+00]
 [3.25073867e-03]
 [3.16341395e-02]
 [2.59212963e-01]
 [0.00000000e+00]
 [1.21352587e-05]
 [1.88379326e-02]
 [7.13242826e-02]
 [1.79658472e-02]
 [5.16721530e-05]
 [4.25185910e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [5.65553242e-03]
 [0.00000000e+00]
 [0.00000000e+00]
 [4.79980125e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.00217092e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [6.58627311e-02]
 [2.61198000e-03]
 [0.00000000e+00]
 [2.82965120e-05]
 [0.00000000e+00]
 [9.57335903e-05]
 [0.00000000e+00]
 [2.20379292e-01]
 [0.00000000e+00]
 [2.31672548e-01]
 [1.15879583e-03]
 [0.00000000e+00]
 [1.85846080e-02]]",
smoking_data,Kansas,DSC,4.7526472148109,1.3064726112531162,0.27489366498352613,"[[3.85327042e-05]
 [6.42908913e-03]
 [4.60674978e-02]
 [2.32159464e-01]
 [4.71995450e-03]
 [1.16464094e-04]
 [2.43400461e-02]
 [1.05177358e-01]
 [4.45041714e-02]
 [3.43346305e-05]
 [6.28144919e-02]
 [2.56455455e-04]
 [3.63305317e-03]
 [8.79472704e-05]
 [1.65023490e-04]
 [1.21634821e-02]
 [5.33713069e-05]
 [6.46007279e-06]
 [1.43837477e-03]
 [1.18001411e-04]
 [1.57672852e-04]
 [1.96564367e-02]
 [2.52335022e-04]
 [2.34687081e-03]
 [1.09169669e-01]
 [6.16925619e-03]
 [1.22480929e-04]
 [3.50546835e-04]
 [6.14100070e-05]
 [6.06051273e-04]
 [2.18566947e-04]
 [1.32835344e-01]
 [1.43534713e-04]
 [1.54004374e-01]
 [4.60745657e-03]
 [1.50378970e-04]
 [2.48234208e-02]]",-6.588435447102299
smoking_data,Kentucky,SC,23.52077667347086,47.52600160717378,2.020596609838079,"[[0.00000000e+00]
 [2.39633081e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.39603870e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [9.93160348e-07]
 [4.60688131e-06]
 [0.00000000e+00]
 [9.76321092e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [8.48547474e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]]",
smoking_data,Kentucky,DSC,14.101764123938924,17.052334518963573,1.209234133339091,"[[0.        ]
 [0.3366106 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.58259882]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.08841889]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]]",41.461986961902696
smoking_data,Louisiana,SC,3.7872979967643117,4.434178669157055,1.1708026864919021,"[[0.04530285]
 [0.05408855]
 [0.00487379]
 [0.00561882]
 [0.00443514]
 [0.0059966 ]
 [0.03284772]
 [0.00508099]
 [0.0025751 ]
 [0.00234537]
 [0.00456876]
 [0.04552893]
 [0.02625593]
 [0.00389873]
 [0.13408371]
 [0.00162668]
 [0.06545706]
 [0.00389361]
 [0.01055417]
 [0.04549502]
 [0.10397207]
 [0.0283834 ]
 [0.00778079]
 [0.00407207]
 [0.00272299]
 [0.00452922]
 [0.00268113]
 [0.1132996 ]
 [0.02866367]
 [0.03131943]
 [0.01723075]
 [0.00370598]
 [0.04991138]
 [0.00517047]
 [0.04921019]
 [0.03811852]
 [0.00470097]]",
smoking_data,Louisiana,DSC,3.390785479681346,6.0470073627422165,1.7833647687173926,"[[7.33276582e-02]
 [5.43845420e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [5.40292109e-03]
 [2.69873847e-03]
 [1.31386555e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.58140289e-02]
 [1.95857307e-02]
 [1.67835786e-01]
 [0.00000000e+00]
 [2.34592317e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.34581904e-01]
 [0.00000000e+00]
 [4.61610558e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [4.99492793e-03]
 [4.37463259e-02]
 [3.74818975e-02]
 [1.02454713e-02]
 [9.68985576e-02]
 [4.65833984e-02]
 [5.43358999e-02]
 [0.00000000e+00]
 [5.75891645e-02]
 [9.51418376e-02]
 [0.00000000e+00]]",17.023509088581573
smoking_data,Maine,SC,5.759567251222287,8.977673510474673,1.5587409815502102,"[[1.12993124e-02]
 [7.08749777e-02]
 [2.44036846e-06]
 [6.24233724e-02]
 [1.09848201e-06]
 [1.96368822e-06]
 [1.39260537e-01]
 [4.76084860e-02]
 [1.60654812e-02]
 [4.32306280e-02]
 [1.99252255e-02]
 [5.08077410e-03]
 [2.72079549e-06]
 [1.53868773e-02]
 [2.30193727e-06]
 [7.06501276e-02]
 [4.81369225e-02]
 [4.04288278e-02]
 [7.93315911e-02]
 [5.14163394e-02]
 [1.66984183e-06]
 [4.34784627e-06]
 [2.77047652e-06]
 [4.30117682e-02]
 [3.97785834e-02]
 [7.68617864e-02]
 [1.26397645e-03]
 [5.45969236e-06]
 [5.02329626e-03]
 [3.05823553e-02]
 [1.60023869e-06]
 [4.79504029e-06]
 [1.63016366e-06]
 [3.18754489e-06]
 [6.44983520e-02]
 [1.11265352e-02]
 [6.69794606e-03]]",
smoking_data,Maine,DSC,3.701560906184881,10.693297176014058,2.888861603802545,"[[0.05699267]
 [0.06914646]
 [0.00951776]
 [0.14398737]
 [0.02499294]
 [0.01640161]
 [0.01584406]
 [0.01720606]
 [0.01657686]
 [0.02833985]
 [0.01104824]
 [0.01032158]
 [0.02148155]
 [0.0825605 ]
 [0.02481036]
 [0.01202269]
 [0.0083319 ]
 [0.00377056]
 [0.01961647]
 [0.01177261]
 [0.00744131]
 [0.01783272]
 [0.0069903 ]
 [0.01068519]
 [0.04897004]
 [0.03726493]
 [0.02368945]
 [0.01590894]
 [0.01086395]
 [0.01364128]
 [0.04145341]
 [0.0464634 ]
 [0.00890399]
 [0.01090427]
 [0.065608  ]
 [0.02372875]
 [0.00490801]]",13.211964668819824
smoking_data,Minnesota,SC,3.779469079382341,3.6362331859645285,0.9621015834739358,"[[1.94701386e-05]
 [9.94931902e-05]
 [4.08540683e-05]
 [4.23909545e-01]
 [7.70521173e-03]
 [1.62909497e-05]
 [2.50914825e-04]
 [7.22406713e-05]
 [1.25042605e-04]
 [6.50888619e-05]
 [5.52907320e-05]
 [2.33680138e-04]
 [8.18138746e-02]
 [8.75217048e-05]
 [0.00000000e+00]
 [1.53318877e-04]
 [1.07328710e-04]
 [7.34530774e-05]
 [1.05313255e-04]
 [1.36170092e-04]
 [2.41724839e-02]
 [1.51943197e-04]
 [5.58246757e-02]
 [9.50896647e-05]
 [6.67813027e-05]
 [1.03194154e-04]
 [1.86445229e-06]
 [3.24853423e-02]
 [2.91884030e-05]
 [6.94990504e-05]
 [1.74846221e-01]
 [1.01684625e-01]
 [2.46252688e-06]
 [1.38355307e-04]
 [8.81047511e-05]
 [9.50835459e-02]
 [9.78195083e-05]]",
smoking_data,Minnesota,DSC,3.8066164142187504,2.961478281871502,0.7779817979057656,"[[0.00000000e+00]
 [6.43397469e-05]
 [0.00000000e+00]
 [4.85576479e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.00030019e-04]
 [1.51902669e-05]
 [0.00000000e+00]
 [1.29345781e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [7.53817799e-02]
 [5.06896395e-05]
 [2.03187656e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [7.87116904e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [5.61842714e-02]
 [0.00000000e+00]
 [1.87466821e-06]
 [7.59860383e-05]
 [0.00000000e+00]
 [3.63396634e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.13875165e-01]
 [1.83729974e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [6.05691264e-05]
 [3.05118607e-02]
 [0.00000000e+00]]",3.4148172268339176
